Vardas Pavarde ND1 ND2 ND3 ND4 ND5 Egz
Vardas1637 Pavarde1637 8 4 8 6 1 2
Vardas1638 Pavarde1638 2 9 5 10 9 4
Vardas1639 Pavarde1639 10 4 3 6 4 4
Vardas1640 Pavarde1640 1 2 10 3 1 7
Vardas1641 Pavarde1641 1 10 3 1 10 4
Vardas1642 Pavarde1642 8 10 6 6 6 1
Vardas1643 Pavarde1643 5 2 2 3 3 7
Vardas1644 Pavarde1644 8 8 3 8 4 8
Vardas1645 Pavarde1645 7 1 10 1 8 4
Vardas1646 Pavarde1646 10 7 6 9 8 7
Vardas1647 Pavarde1647 6 4 7 5 5 1
Vardas1648 Pavarde1648 2 1 9 3 7 8
Vardas1649 Pavarde1649 10 3 4 1 9 2
Vardas1650 Pavarde1650 9 1 7 4 5 6
Vardas1651 Pavarde1651 7 5 10 3 1 7
Vardas1652 Pavarde1652 5 4 1 6 7 2
Vardas1653 Pavarde1653 9 3 10 5 5 5
Vardas1654 Pavarde1654 4 5 7 10 6 4
Vardas1655 Pavarde1655 5 2 7 1 7 1
Vardas1656 Pavarde1656 10 1 9 5 10 7
Vardas1657 Pavarde1657 6 5 2 7 9 4
Vardas1658 Pavarde1658 7 2 8 2 7 1
Vardas1659 Pavarde1659 4 5 9 8 1 8
Vardas1660 Pavarde1660 4 3 2 2 1 5
Vardas1661 Pavarde1661 3 9 9 1 5 10
Vardas1662 Pavarde1662 6 2 3 7 5 5
Vardas1663 Pavarde1663 2 2 1 4 4 7
Vardas1664 Pavarde1664 3 4 3 5 2 9
Vardas1665 Pavarde1665 9 4 6 9 10 10
Vardas1666 Pavarde1666 1 8 2 7 6 9
Vardas1667 Pavarde1667 10 3 6 8 3 8
Vardas1668 Pavarde1668 6 3 9 4 1 9
Vardas1669 Pavarde1669 10 6 3 6 8 9
Vardas1670 Pavarde1670 6 7 1 6 4 6
Vardas1671 Pavarde1671 3 10 7 1 3 1
Vardas1672 Pavarde1672 9 4 1 10 5 6
Vardas1673 Pavarde1673 10 9 7 3 3 5
Vardas1674 Pavarde1674 3 7 2 4 5 4
Vardas1675 Pavarde1675 4 7 1 3 3 7
Vardas1676 Pavarde1676 6 4 4 9 10 10
Vardas1677 Pavarde1677 10 10 9 1 7 7
Vardas1678 Pavarde1678 2 4 6 4 8 8
Vardas1679 Pavarde1679 3 5 2 3 10 6
Vardas1680 Pavarde1680 9 10 10 1 5 7
Vardas1681 Pavarde1681 2 2 6 2 8 9
Vardas1682 Pavarde1682 6 7 9 10 7 6
Vardas1683 Pavarde1683 2 5 5 1 1 6
Vardas1684 Pavarde1684 9 2 7 1 2 5
Vardas1685 Pavarde1685 5 4 10 7 4 1
Vardas1686 Pavarde1686 7 1 3 3 4 3
Vardas1687 Pavarde1687 9 9 3 2 7 9
Vardas1688 Pavarde1688 5 2 10 2 4 5
Vardas1689 Pavarde1689 6 9 6 5 3 6
Vardas1690 Pavarde1690 1 9 6 8 2 2
Vardas1691 Pavarde1691 8 1 3 8 2 8
Vardas1692 Pavarde1692 10 3 6 2 4 7
Vardas1693 Pavarde1693 9 1 3 1 2 5
Vardas1694 Pavarde1694 7 10 2 3 3 6
Vardas1695 Pavarde1695 5 10 2 8 7 4
Vardas1696 Pavarde1696 1 10 4 10 4 2
Vardas1697 Pavarde1697 4 1 8 6 8 2
Vardas1698 Pavarde1698 3 1 8 8 6 6
Vardas1699 Pavarde1699 9 10 4 5 7 5
Vardas1700 Pavarde1700 4 8 5 1 10 9
Vardas1701 Pavarde1701 1 4 6 8 7 8
Vardas1702 Pavarde1702 8 6 4 8 9 5
Vardas1703 Pavarde1703 1 7 1 10 9 2
Vardas1704 Pavarde1704 2 9 1 10 10 10
Vardas1705 Pavarde1705 1 5 10 7 1 10
Vardas1706 Pavarde1706 9 3 9 1 7 4
Vardas1707 Pavarde1707 3 10 5 7 4 4
Vardas1708 Pavarde1708 2 10 6 8 2 5
Vardas1709 Pavarde1709 4 4 5 9 9 7
Vardas1710 Pavarde1710 10 2 6 2 4 9
Vardas1711 Pavarde1711 4 6 9 3 1 4
Vardas1712 Pavarde1712 6 5 2 5 6 6
Vardas1713 Pavarde1713 6 3 6 8 8 10
Vardas1714 Pavarde1714 4 1 5 6 8 5
Vardas1715 Pavarde1715 2 3 10 3 5 4
Vardas1716 Pavarde1716 2 3 7 9 7 7
Vardas1717 Pavarde1717 3 1 2 8 3 1
Vardas1718 Pavarde1718 9 4 9 10 1 2
Vardas1719 Pavarde1719 5 1 2 3 9 7
Vardas1720 Pavarde1720 7 7 2 2 4 4
Vardas1721 Pavarde1721 6 2 10 4 3 10
Vardas1722 Pavarde1722 5 9 10 9 4 6
Vardas1723 Pavarde1723 7 4 6 7 1 1
Vardas1724 Pavarde1724 9 5 2 2 10 6
Vardas1725 Pavarde1725 5 4 8 2 4 2
Vardas1726 Pavarde1726 7 3 9 6 3 8
Vardas1727 Pavarde1727 4 7 9 9 3 6
Vardas1728 Pavarde1728 8 7 6 1 6 10
Vardas1729 Pavarde1729 2 1 5 8 7 9
Vardas1730 Pavarde1730 6 5 9 3 2 4
Vardas1731 Pavarde1731 9 2 7 6 1 10
Vardas1732 Pavarde1732 7 4 9 6 1 10
Vardas1733 Pavarde1733 5 10 10 3 10 3
Vardas1734 Pavarde1734 3 3 10 10 3 3
Vardas1735 Pavarde1735 3 8 7 1 2 8
Vardas1736 Pavarde1736 9 2 3 7 10 7
Vardas1737 Pavarde1737 1 6 10 10 4 3
Vardas1738 Pavarde1738 10 2 1 1 4 6
Vardas1739 Pavarde1739 8 10 5 7 8 8
Vardas1740 Pavarde1740 7 9 9 7 7 8
Vardas1741 Pavarde1741 7 7 6 10 5 5
Vardas1742 Pavarde1742 9 6 5 4 6 4
Vardas1743 Pavarde1743 4 2 9 3 9 5
Vardas1744 Pavarde1744 4 8 4 3 5 10
Vardas1745 Pavarde1745 8 10 2 2 3 6
Vardas1746 Pavarde1746 6 5 4 6 5 9
Vardas1747 Pavarde1747 6 3 6 8 9 9
Vardas1748 Pavarde1748 6 2 10 3 2 9
Vardas1749 Pavarde1749 1 3 7 10 10 4
Vardas1750 Pavarde1750 6 5 5 2 9 5
Vardas1751 Pavarde1751 2 7 3 2 6 10
Vardas1752 Pavarde1752 2 2 10 9 5 10
Vardas1753 Pavarde1753 10 10 5 8 4 4
Vardas1754 Pavarde1754 9 1 8 3 10 2
Vardas1755 Pavarde1755 6 9 10 9 4 5
Vardas1756 Pavarde1756 10 2 8 3 9 10
Vardas1757 Pavarde1757 7 7 10 4 7 5
Vardas1758 Pavarde1758 3 10 8 7 3 5
Vardas1759 Pavarde1759 3 8 6 5 1 2
Vardas1760 Pavarde1760 5 1 5 10 9 5
Vardas1761 Pavarde1761 2 6 6 10 8 6
Vardas1762 Pavarde1762 8 5 8 1 1 4
Vardas1763 Pavarde1763 4 3 9 7 7 7
Vardas1764 Pavarde1764 4 9 3 7 5 2
Vardas1765 Pavarde1765 4 9 6 5 8 7
Vardas1766 Pavarde1766 6 2 1 7 4 4
Vardas1767 Pavarde1767 7 5 10 7 6 4
Vardas1768 Pavarde1768 3 2 6 7 4 7
Vardas1769 Pavarde1769 5 8 2 9 7 4
Vardas1770 Pavarde1770 7 8 8 4 2 6
Vardas1771 Pavarde1771 3 2 5 8 7 3
Vardas1772 Pavarde1772 9 7 4 9 9 6
Vardas1773 Pavarde1773 9 8 9 5 8 1
Vardas1774 Pavarde1774 9 2 5 8 2 8
Vardas1775 Pavarde1775 8 8 7 8 8 9
Vardas1776 Pavarde1776 3 1 10 10 8 4
Vardas1777 Pavarde1777 6 5 9 4 3 2
Vardas1778 Pavarde1778 5 5 2 5 8 3
Vardas1779 Pavarde1779 6 8 1 6 6 5
Vardas1780 Pavarde1780 3 4 2 3 5 5
Vardas1781 Pavarde1781 10 8 9 3 3 3
Vardas1782 Pavarde1782 1 4 6 4 9 7
Vardas1783 Pavarde1783 10 10 10 6 2 9
Vardas1784 Pavarde1784 7 3 5 8 3 3
Vardas1785 Pavarde1785 10 7 5 3 10 3
Vardas1786 Pavarde1786 9 6 1 5 7 2
Vardas1787 Pavarde1787 3 2 7 8 3 3
Vardas1788 Pavarde1788 9 7 2 1 10 9
Vardas1789 Pavarde1789 3 6 1 1 8 8
Vardas1790 Pavarde1790 8 8 10 3 10 5
Vardas1791 Pavarde1791 3 3 2 2 6 9
Vardas1792 Pavarde1792 8 4 2 2 2 3
Vardas1793 Pavarde1793 2 2 3 3 2 1
Vardas1794 Pavarde1794 8 10 1 4 9 2
Vardas1795 Pavarde1795 9 7 3 7 5 3
Vardas1796 Pavarde1796 6 2 5 8 9 8
Vardas1797 Pavarde1797 7 5 3 8 8 7
Vardas1798 Pavarde1798 6 8 10 6 10 8
Vardas1799 Pavarde1799 3 7 3 10 4 2
Vardas1800 Pavarde1800 10 1 3 9 10 9
Vardas1801 Pavarde1801 3 4 3 9 9 10
Vardas1802 Pavarde1802 5 1 1 7 2 8
Vardas1803 Pavarde1803 4 5 10 9 8 3
Vardas1804 Pavarde1804 8 7 1 3 6 8
Vardas1805 Pavarde1805 1 2 7 2 8 6
Vardas1806 Pavarde1806 7 9 7 1 10 4
Vardas1807 Pavarde1807 10 8 10 5 3 4
Vardas1808 Pavarde1808 3 1 1 10 5 4
Vardas1809 Pavarde1809 10 5 7 9 7 1
Vardas1810 Pavarde1810 5 5 4 3 7 4
Vardas1811 Pavarde1811 3 1 10 3 1 6
Vardas1812 Pavarde1812 2 8 4 6 2 5
Vardas1813 Pavarde1813 3 10 2 10 3 8
Vardas1814 Pavarde1814 1 6 5 4 2 1
Vardas1815 Pavarde1815 4 6 10 10 3 2
Vardas1816 Pavarde1816 8 1 10 5 2 7
Vardas1817 Pavarde1817 6 1 9 7 5 2
Vardas1818 Pavarde1818 5 3 3 7 5 10
Vardas1819 Pavarde1819 6 4 2 3 9 2
Vardas1820 Pavarde1820 5 8 6 4 2 1
Vardas1821 Pavarde1821 5 3 10 2 8 2
Vardas1822 Pavarde1822 10 5 1 2 1 3
Vardas1823 Pavarde1823 8 6 5 3 10 3
Vardas1824 Pavarde1824 10 4 3 7 3 4
Vardas1825 Pavarde1825 7 7 4 5 9 9
Vardas1826 Pavarde1826 6 4 10 2 3 9
Vardas1827 Pavarde1827 4 3 2 7 10 3
Vardas1828 Pavarde1828 9 9 8 2 4 6
Vardas1829 Pavarde1829 1 8 1 3 2 5
Vardas1830 Pavarde1830 2 3 4 5 8 8
Vardas1831 Pavarde1831 8 1 1 4 7 8
Vardas1832 Pavarde1832 2 9 10 8 4 8
Vardas1833 Pavarde1833 2 6 9 6 6 2
Vardas1834 Pavarde1834 2 3 9 7 8 6
Vardas1835 Pavarde1835 3 1 5 4 8 2
Vardas1836 Pavarde1836 9 6 4 3 10 9
Vardas1837 Pavarde1837 1 2 4 1 3 3
Vardas1838 Pavarde1838 4 9 3 5 1 2
Vardas1839 Pavarde1839 6 10 2 4 6 4
Vardas1840 Pavarde1840 7 5 2 7 1 2
Vardas1841 Pavarde1841 10 2 4 6 6 5
Vardas1842 Pavarde1842 10 10 2 6 3 10
Vardas1843 Pavarde1843 4 4 7 8 6 5
Vardas1844 Pavarde1844 8 7 9 10 1 5
Vardas1845 Pavarde1845 8 8 7 7 10 5
Vardas1846 Pavarde1846 8 4 2 4 5 3
Vardas1847 Pavarde1847 10 3 8 2 3 1
Vardas1848 Pavarde1848 5 1 10 7 4 6
Vardas1849 Pavarde1849 8 4 4 10 8 5
Vardas1850 Pavarde1850 5 5 9 8 7 3
Vardas1851 Pavarde1851 10 3 10 2 3 2
Vardas1852 Pavarde1852 4 2 2 6 9 6
Vardas1853 Pavarde1853 1 3 6 1 7 4
Vardas1854 Pavarde1854 2 9 5 10 10 5
Vardas1855 Pavarde1855 9 9 4 2 5 4
Vardas1856 Pavarde1856 2 4 2 7 10 8
Vardas1857 Pavarde1857 10 8 10 8 2 6
Vardas1858 Pavarde1858 2 5 5 8 1 3
Vardas1859 Pavarde1859 7 3 6 7 10 5
Vardas1860 Pavarde1860 4 3 1 8 9 9
Vardas1861 Pavarde1861 4 6 4 3 2 8
Vardas1862 Pavarde1862 4 7 5 2 9 4
Vardas1863 Pavarde1863 2 7 5 9 7 4
Vardas1864 Pavarde1864 8 3 5 6 1 6
Vardas1865 Pavarde1865 4 9 6 7 8 10
Vardas1866 Pavarde1866 6 3 8 2 2 9
Vardas1867 Pavarde1867 6 2 1 5 5 10
Vardas1868 Pavarde1868 4 4 2 7 2 5
Vardas1869 Pavarde1869 7 1 1 8 2 8
Vardas1870 Pavarde1870 2 10 4 6 3 10
Vardas1871 Pavarde1871 9 3 5 7 9 2
Vardas1872 Pavarde1872 4 1 6 6 3 7
Vardas1873 Pavarde1873 7 1 7 7 6 10
Vardas1874 Pavarde1874 5 3 8 7 3 3
Vardas1875 Pavarde1875 2 3 8 2 10 2
Vardas1876 Pavarde1876 9 7 7 9 9 6
Vardas1877 Pavarde1877 9 9 10 7 3 9
Vardas1878 Pavarde1878 6 6 1 6 2 5
Vardas1879 Pavarde1879 4 9 1 10 7 9
Vardas1880 Pavarde1880 4 5 6 8 2 10
Vardas1881 Pavarde1881 2 4 8 9 10 8
Vardas1882 Pavarde1882 4 9 9 7 1 6
Vardas1883 Pavarde1883 4 1 9 7 10 9
Vardas1884 Pavarde1884 6 5 4 9 8 4
Vardas1885 Pavarde1885 7 9 7 7 9 4
Vardas1886 Pavarde1886 10 3 7 10 5 9
Vardas1887 Pavarde1887 10 7 2 9 2 5
Vardas1888 Pavarde1888 7 2 7 4 6 1
Vardas1889 Pavarde1889 2 1 1 9 1 8
Vardas1890 Pavarde1890 4 10 4 10 7 4
Vardas1891 Pavarde1891 5 6 4 4 2 7
Vardas1892 Pavarde1892 7 9 2 8 6 6
Vardas1893 Pavarde1893 7 7 10 10 2 8
Vardas1894 Pavarde1894 5 1 4 10 3 2
Vardas1895 Pavarde1895 4 5 10 3 6 5
Vardas1896 Pavarde1896 7 7 1 9 6 1
Vardas1897 Pavarde1897 5 2 3 4 10 1
Vardas1898 Pavarde1898 4 9 2 6 10 8
Vardas1899 Pavarde1899 6 3 7 4 7 2
Vardas1900 Pavarde1900 1 3 8 8 5 5
Vardas1901 Pavarde1901 5 8 1 8 2 5
Vardas1902 Pavarde1902 5 8 3 1 3 8
Vardas1903 Pavarde1903 8 10 7 5 9 4
Vardas1904 Pavarde1904 6 7 6 10 6 10
Vardas1905 Pavarde1905 9 7 3 6 5 1
Vardas1906 Pavarde1906 1 8 3 1 9 6
Vardas1907 Pavarde1907 10 9 2 3 1 6
Vardas1908 Pavarde1908 7 5 6 9 3 3
Vardas1909 Pavarde1909 5 3 3 8 10 1
Vardas1910 Pavarde1910 8 10 5 3 9 6
Vardas1911 Pavarde1911 5 6 4 9 10 5
Vardas1912 Pavarde1912 9 2 2 6 9 2
Vardas1913 Pavarde1913 5 6 1 2 5 6
Vardas1914 Pavarde1914 4 10 1 2 1 7
Vardas1915 Pavarde1915 1 3 8 9 8 4
Vardas1916 Pavarde1916 8 5 9 9 7 4
Vardas1917 Pavarde1917 4 5 6 5 1 6
Vardas1918 Pavarde1918 10 2 10 2 3 8
Vardas1919 Pavarde1919 1 9 9 9 2 7
Vardas1920 Pavarde1920 4 1 6 8 7 4
Vardas1921 Pavarde1921 6 4 10 1 10 2
Vardas1922 Pavarde1922 2 6 7 5 5 2
Vardas1923 Pavarde1923 7 4 3 10 9 4
Vardas1924 Pavarde1924 10 7 3 8 4 7
Vardas1925 Pavarde1925 7 5 4 8 2 9
Vardas1926 Pavarde1926 9 2 7 6 4 1
Vardas1927 Pavarde1927 3 2 9 2 7 2
Vardas1928 Pavarde1928 7 8 2 6 5 2
Vardas1929 Pavarde1929 8 1 10 9 8 3
Vardas1930 Pavarde1930 3 5 6 2 10 3
Vardas1931 Pavarde1931 9 10 4 6 3 4
Vardas1932 Pavarde1932 6 9 3 9 8 3
Vardas1933 Pavarde1933 7 2 4 4 3 2
Vardas1934 Pavarde1934 5 9 9 5 1 1
Vardas1935 Pavarde1935 5 9 3 9 9 7
Vardas1936 Pavarde1936 4 8 5 5 7 9
Vardas1937 Pavarde1937 10 2 8 3 4 8
Vardas1938 Pavarde1938 2 2 4 9 5 9
Vardas1939 Pavarde1939 5 7 8 7 5 2
Vardas1940 Pavarde1940 3 5 2 6 1 8
Vardas1941 Pavarde1941 9 2 10 4 1 5
Vardas1942 Pavarde1942 2 5 8 6 9 7
Vardas1943 Pavarde1943 6 4 4 8 7 1
Vardas1944 Pavarde1944 2 10 3 3 7 8
Vardas1945 Pavarde1945 1 6 1 2 3 6
Vardas1946 Pavarde1946 5 4 5 7 7 4
Vardas1947 Pavarde1947 2 4 9 5 9 8
Vardas1948 Pavarde1948 5 2 8 7 4 4
Vardas1949 Pavarde1949 4 2 9 1 5 1
Vardas1950 Pavarde1950 7 4 6 3 9 9
Vardas1951 Pavarde1951 10 1 3 7 5 6
Vardas1952 Pavarde1952 8 8 9 5 6 1
Vardas1953 Pavarde1953 7 10 2 10 7 5
Vardas1954 Pavarde1954 8 9 5 6 3 1
Vardas1955 Pavarde1955 1 9 1 3 1 3
Vardas1956 Pavarde1956 3 1 5 3 1 4
Vardas1957 Pavarde1957 10 7 9 2 4 8
Vardas1958 Pavarde1958 4 3 10 8 9 6
Vardas1959 Pavarde1959 7 6 8 3 1 9
Vardas1960 Pavarde1960 10 3 9 6 2 6
Vardas1961 Pavarde1961 10 6 2 1 6 10
Vardas1962 Pavarde1962 1 6 10 3 2 5
Vardas1963 Pavarde1963 7 2 9 8 10 7
Vardas1964 Pavarde1964 9 6 6 8 3 7
Vardas1965 Pavarde1965 9 9 2 8 9 4
Vardas1966 Pavarde1966 5 1 9 4 7 2
Vardas1967 Pavarde1967 5 10 6 7 10 2
Vardas1968 Pavarde1968 6 7 2 5 5 7
Vardas1969 Pavarde1969 9 2 4 3 1 10
Vardas1970 Pavarde1970 2 6 5 5 9 3
Vardas1971 Pavarde1971 9 7 8 7 9 8
Vardas1972 Pavarde1972 2 5 2 10 9 6
Vardas1973 Pavarde1973 7 7 1 3 7 9
Vardas1974 Pavarde1974 9 6 1 7 10 4
Vardas1975 Pavarde1975 6 6 7 9 10 7
Vardas1976 Pavarde1976 6 9 7 9 3 7
Vardas1977 Pavarde1977 1 6 1 10 5 8
Vardas1978 Pavarde1978 6 5 5 8 9 8
Vardas1979 Pavarde1979 2 9 4 9 1 9
Vardas1980 Pavarde1980 7 8 5 9 4 7
Vardas1981 Pavarde1981 9 6 8 1 9 8
Vardas1982 Pavarde1982 6 1 3 2 1 8
Vardas1983 Pavarde1983 1 2 1 1 1 8
Vardas1984 Pavarde1984 10 5 5 4 6 3
Vardas1985 Pavarde1985 4 10 1 8 4 3
Vardas1986 Pavarde1986 5 7 7 9 5 7
Vardas1987 Pavarde1987 3 1 4 1 2 4
Vardas1988 Pavarde1988 8 5 5 10 8 6
Vardas1989 Pavarde1989 6 3 3 9 10 8
Vardas1990 Pavarde1990 3 2 1 6 3 5
Vardas1991 Pavarde1991 4 7 6 6 10 10
Vardas1992 Pavarde1992 5 10 1 7 4 3
Vardas1993 Pavarde1993 9 4 10 3 6 8
Vardas1994 Pavarde1994 2 3 9 5 5 3
Vardas1995 Pavarde1995 7 6 10 1 4 9
Vardas1996 Pavarde1996 10 8 10 7 10 4
Vardas1997 Pavarde1997 6 5 7 8 5 6
Vardas1998 Pavarde1998 10 7 6 10 3 6
Vardas1999 Pavarde1999 4 4 10 3 4 7
Vardas2000 Pavarde2000 4 8 1 6 5 8
Vardas2001 Pavarde2001 5 10 6 7 4 5
Vardas2002 Pavarde2002 6 6 4 3 3 3
Vardas2003 Pavarde2003 3 5 2 8 4 6
Vardas2004 Pavarde2004 10 10 5 6 6 5
Vardas2005 Pavarde2005 5 5 4 3 5 7
Vardas2006 Pavarde2006 4 1 7 5 5 1
Vardas2007 Pavarde2007 9 2 10 4 7 6
Vardas2008 Pavarde2008 1 6 4 6 4 5
Vardas2009 Pavarde2009 8 5 6 10 8 2
Vardas2010 Pavarde2010 6 2 7 10 7 2
Vardas2011 Pavarde2011 10 7 4 5 9 3
Vardas2012 Pavarde2012 2 3 2 10 6 8
Vardas2013 Pavarde2013 10 1 10 4 1 5
Vardas2014 Pavarde2014 5 8 2 5 3 1
Vardas2015 Pavarde2015 4 6 8 10 3 4
Vardas2016 Pavarde2016 6 10 4 8 3 1
Vardas2017 Pavarde2017 5 8 5 2 3 10
Vardas2018 Pavarde2018 9 3 9 4 4 3
Vardas2019 Pavarde2019 4 6 2 8 2 2
Vardas2020 Pavarde2020 3 4 3 9 7 6
Vardas2021 Pavarde2021 5 2 5 7 1 6
Vardas2022 Pavarde2022 9 1 10 1 4 3
Vardas2023 Pavarde2023 3 7 9 10 1 10
Vardas2024 Pavarde2024 1 1 10 3 6 1
Vardas2025 Pavarde2025 3 3 2 5 6 5
Vardas2026 Pavarde2026 9 10 6 10 6 7
Vardas2027 Pavarde2027 2 6 9 7 5 6
Vardas2028 Pavarde2028 2 1 6 9 2 3
Vardas2029 Pavarde2029 10 5 4 5 2 4
Vardas2030 Pavarde2030 10 7 10 2 9 1
Vardas2031 Pavarde2031 6 10 4 4 9 4
Vardas2032 Pavarde2032 2 10 2 8 5 10
Vardas2033 Pavarde2033 10 3 3 5 3 4
Vardas2034 Pavarde2034 7 6 3 7 3 5
Vardas2035 Pavarde2035 8 4 9 10 4 9
Vardas2036 Pavarde2036 3 5 7 2 7 5
Vardas2037 Pavarde2037 2 2 10 8 6 2
Vardas2038 Pavarde2038 10 6 2 4 1 3
Vardas2039 Pavarde2039 3 4 8 8 1 4
Vardas2040 Pavarde2040 10 4 1 1 8 4
Vardas2041 Pavarde2041 10 8 6 6 6 1
Vardas2042 Pavarde2042 9 6 10 6 2 6
Vardas2043 Pavarde2043 6 3 10 8 8 5
Vardas2044 Pavarde2044 5 2 8 9 4 7
Vardas2045 Pavarde2045 4 9 8 3 1 6
Vardas2046 Pavarde2046 6 8 10 2 4 1
Vardas2047 Pavarde2047 8 7 2 2 10 7
Vardas2048 Pavarde2048 6 7 6 9 1 9
Vardas2049 Pavarde2049 8 1 4 6 5 7
Vardas2050 Pavarde2050 7 10 7 4 10 1
Vardas2051 Pavarde2051 1 2 4 2 4 1
Vardas2052 Pavarde2052 1 9 1 10 4 2
Vardas2053 Pavarde2053 4 7 3 4 10 2
Vardas2054 Pavarde2054 2 6 7 8 5 1
Vardas2055 Pavarde2055 5 8 1 5 8 10
Vardas2056 Pavarde2056 6 9 8 9 4 9
Vardas2057 Pavarde2057 7 2 2 5 4 7
Vardas2058 Pavarde2058 4 10 9 1 1 7
Vardas2059 Pavarde2059 6 10 5 8 8 10
Vardas2060 Pavarde2060 3 8 6 7 7 6
Vardas2061 Pavarde2061 10 8 2 4 2 7
Vardas2062 Pavarde2062 2 2 6 3 3 7
Vardas2063 Pavarde2063 6 10 8 2 5 9
Vardas2064 Pavarde2064 6 9 10 1 10 6
Vardas2065 Pavarde2065 3 8 9 4 6 2
Vardas2066 Pavarde2066 7 9 4 10 9 5
Vardas2067 Pavarde2067 2 7 2 1 5 7
Vardas2068 Pavarde2068 10 8 9 9 2 3
Vardas2069 Pavarde2069 1 4 2 5 10 5
Vardas2070 Pavarde2070 6 1 2 6 2 5
Vardas2071 Pavarde2071 10 3 5 8 6 9
Vardas2072 Pavarde2072 5 8 5 10 3 6
Vardas2073 Pavarde2073 3 9 8 9 5 9
Vardas2074 Pavarde2074 8 7 10 10 6 8
Vardas2075 Pavarde2075 6 2 7 5 2 8
Vardas2076 Pavarde2076 9 5 1 4 4 4
Vardas2077 Pavarde2077 5 4 8 8 9 6
Vardas2078 Pavarde2078 8 4 7 9 9 9
Vardas2079 Pavarde2079 7 6 3 3 6 5
Vardas2080 Pavarde2080 7 3 8 7 3 1
Vardas2081 Pavarde2081 8 6 1 5 10 5
Vardas2082 Pavarde2082 6 10 8 4 8 7
Vardas2083 Pavarde2083 5 4 7 6 7 5
Vardas2084 Pavarde2084 2 5 10 6 10 6
Vardas2085 Pavarde2085 2 4 9 7 9 2
Vardas2086 Pavarde2086 5 10 1 1 4 3
Vardas2087 Pavarde2087 4 6 7 8 1 6
Vardas2088 Pavarde2088 2 5 1 8 2 8
Vardas2089 Pavarde2089 4 6 9 10 9 3
Vardas2090 Pavarde2090 10 4 2 7 2 5
Vardas2091 Pavarde2091 4 7 4 9 5 7
Vardas2092 Pavarde2092 4 4 1 7 2 5
Vardas2093 Pavarde2093 7 4 6 7 2 4
Vardas2094 Pavarde2094 5 2 1 2 6 1
Vardas2095 Pavarde2095 1 2 2 9 7 5
Vardas2096 Pavarde2096 10 5 2 4 6 1
Vardas2097 Pavarde2097 5 8 7 8 1 10
Vardas2098 Pavarde2098 8 3 5 5 4 2
Vardas2099 Pavarde2099 7 6 9 9 8 8
Vardas2100 Pavarde2100 4 1 6 9 7 6
Vardas2101 Pavarde2101 8 2 4 6 3 7
Vardas2102 Pavarde2102 1 3 8 3 4 1
Vardas2103 Pavarde2103 1 2 1 8 1 7
Vardas2104 Pavarde2104 8 6 6 10 7 1
Vardas2105 Pavarde2105 3 2 5 7 6 5
Vardas2106 Pavarde2106 10 7 10 9 9 5
Vardas2107 Pavarde2107 1 2 3 6 8 6
Vardas2108 Pavarde2108 4 8 10 7 9 9
Vardas2109 Pavarde2109 3 8 2 1 2 6
Vardas2110 Pavarde2110 2 1 1 5 4 5
Vardas2111 Pavarde2111 10 4 6 3 9 6
Vardas2112 Pavarde2112 8 1 3 9 4 6
Vardas2113 Pavarde2113 8 1 3 2 10 4
Vardas2114 Pavarde2114 8 1 10 2 5 4
Vardas2115 Pavarde2115 8 8 7 10 5 5
Vardas2116 Pavarde2116 5 2 7 1 8 7
Vardas2117 Pavarde2117 5 5 6 7 10 10
Vardas2118 Pavarde2118 8 2 6 4 7 7
Vardas2119 Pavarde2119 4 4 8 2 5 9
Vardas2120 Pavarde2120 8 7 4 2 7 1
Vardas2121 Pavarde2121 6 6 8 5 5 9
Vardas2122 Pavarde2122 8 7 4 6 4 10
Vardas2123 Pavarde2123 1 3 9 6 1 3
Vardas2124 Pavarde2124 4 5 9 3 10 3
Vardas2125 Pavarde2125 9 7 4 3 10 7
Vardas2126 Pavarde2126 5 3 3 8 4 3
Vardas2127 Pavarde2127 3 7 6 3 8 1
Vardas2128 Pavarde2128 3 3 6 5 3 10
Vardas2129 Pavarde2129 5 10 9 7 9 7
Vardas2130 Pavarde2130 9 6 3 8 5 8
Vardas2131 Pavarde2131 6 5 4 8 2 2
Vardas2132 Pavarde2132 3 5 4 6 9 3
Vardas2133 Pavarde2133 7 1 8 2 7 2
Vardas2134 Pavarde2134 2 9 7 1 10 5
Vardas2135 Pavarde2135 1 9 9 9 3 2
Vardas2136 Pavarde2136 1 2 10 3 9 1
Vardas2137 Pavarde2137 7 6 3 10 10 10
Vardas2138 Pavarde2138 9 3 4 8 2 6
Vardas2139 Pavarde2139 2 8 2 4 10 5
Vardas2140 Pavarde2140 5 8 2 5 2 1
Vardas2141 Pavarde2141 7 8 9 5 8 10
Vardas2142 Pavarde2142 8 2 3 7 5 1
Vardas2143 Pavarde2143 6 10 10 10 2 9
Vardas2144 Pavarde2144 9 7 7 9 8 10
Vardas2145 Pavarde2145 10 8 1 3 8 10
Vardas2146 Pavarde2146 5 10 4 4 7 9
Vardas2147 Pavarde2147 2 9 5 7 7 10
Vardas2148 Pavarde2148 8 8 4 2 3 8
Vardas2149 Pavarde2149 6 6 3 7 4 5
Vardas2150 Pavarde2150 3 4 8 2 9 9
Vardas2151 Pavarde2151 10 4 8 10 9 5
Vardas2152 Pavarde2152 5 1 4 5 2 1
Vardas2153 Pavarde2153 9 9 8 2 5 3
